ID	pax_quant
ATCG00490	0.0538351504692455
ATCG00680	0.0188750527557724
AT2G39730	0.0166210464558248
ATCG00270	0.0150960421934379
ATCG00020	0.00889502486159448
ATCG00480	0.00856002392526686
ATCG00280	0.00762502131193456
ATCG00120	0.00656601835202129
AT4G38970	0.00600901679520194
AT1G06680	0.00578501616912019
AT3G60750	0.00556101554303844
AT1G20340	0.00528101476043625
AT1G07890	0.00501201400857915
AT3G12780	0.00468201308622657
AT1G67090	0.00456301275362064
AT4G20260	0.00453601267815543
AT1G07920	0.00437501222815917
AT3G52590	0.00434301213871892
AT2G36170	0.00434301213871892
AT1G23410	0.00371001036947898
AT3G49010	0.00370101034432391
AT5G35630	0.00368001028562875
AT2G47110	0.00362701013749333
AT3G62250	0.00362501013190332
AT4G10340	0.00337400943035636
AT5G17920	0.00320200894961501
AT5G44120	0.00309500865054918
AT5G14740	0.00293500820334793
AT1G31340	0.00291300814185775
AT4G28520	0.00288600806639254
AT2G35635	0.00287100802446743
AT3G01500	0.00285600798254231
AT1G02780	0.00281300786235697
AT4G20360	0.00273200763596134
AT1G13440	0.0027270076219863
AT1G56070	0.00268500750459597
AT3G55440	0.00268300749900596
AT3G26520	0.00261900732012546
AT1G61520	0.00259800726143029
AT1G01100	0.00255600714403997
ATCG00720	0.0024830069400044
AT5G66190	0.00244600683658911
ATCG00340	0.00244300682820408
AT5G09660	0.0024190067611239
ATCG00540	0.00234800656267834
AT2G27710	0.0023300065123682
AT2G36530	0.00232100648721313
AT5G01530	0.00231200646205806
AT3G53730	0.00230200643410798
AT3G26650	0.00226000631671765
AT1G42970	0.00226000631671765
AT5G57290	0.0022410062636125
AT5G47700	0.00221700619653232
AT1G60950	0.00221200618255728
AT2G28000	0.00220500616299222
AT3G47470	0.00217800608752701
AT5G38410	0.00216500605119191
AT5G26000	0.00213000595336664
AT5G40420	0.00211400590864651
AT3G16420	0.00211100590026149
AT2G21330	0.00204200570740595
AT5G38420	0.0020350056878409
AT1G07930	0.00201300562635072
AT5G60390	0.00199900558722061
AT4G05050	0.00199200556765556
AT1G03880	0.00197700552573044
AT4G21280	0.00195300545865026
AT3G54890	0.00194800544467522
AT5G20630	0.00194000542231515
AT1G20620	0.00190400532169487
AT4G25140	0.00188800527697475
AT5G20720	0.00188500526858972
AT4G25890	0.00187800524902467
AT3G04120	0.00184100514560938
AT1G55060	0.00183600513163434
AT1G09340	0.00183400512604433
AT3G62030	0.00183400512604433
AT5G20290	0.00182100508970922
AT1G68010	0.00180800505337412
AT1G04410	0.00178200498070392
AT1G44575	0.00176000491921375
AT2G19730	0.00168200470120314
AT1G79550	0.00167600468443309
AT3G08940	0.00167300467604807
AT2G27720	0.00166500465368801
AT4G13940	0.00162900455306772
AT1G43170	0.00162800455027272
AT5G23060	0.00162400453909269
AT5G02500	0.00161100450275758
AT1G78900	0.00158900444126741
AT1G32060	0.00158100441890735
AT5G38430	0.00158000441611234
AT3G08580	0.00157900441331733
AT5G04140	0.00157900441331733
AT4G04640	0.00155700435182716
AT1G07940	0.0015490043294671
AT3G14420	0.00153700429592701
AT3G09260	0.00153000427636195
AT1G15820	0.00152800427077194
AT1G12900	0.00151800424282186
AT4G02450	0.00150300420089674
AT5G03240	0.00149000416456164
AT4G02890	0.00149000416456164
AT1G20020	0.0014850041505866
AT4G24770	0.00148400414779159
AT3G50820	0.00145400406394136
AT3G27660	0.00144300403319627
AT2G21170	0.00143800401922123
AT5G66570	0.00142700398847615
AT4G00810	0.00142300397729612
AT1G53240	0.0014210039717061
AT2G30860	0.00141400395214105
AT5G15090	0.00139400389624089
AT4G23670	0.00137200383475072
AT3G09200	0.00136100380400563
AT1G65350	0.00133500373133543
AT4G12800	0.0013310037201554
AT1G13930	0.00131700368102529
AT4G14880	0.00129700362512513
AT1G76100	0.00128400358879003
AT3G52930	0.00128200358320001
AT5G38480	0.00128000357761
AT3G16240	0.00127100355245493
AT1G11860	0.00126600353847989
AT5G54270	0.00125800351611983
ATCG00140	0.00125600351052981
AT4G35090	0.00125100349655477
ATCG00130	0.00124400347698972
ATCG00710	0.00123600345462965
AT3G55800	0.00123200344344962
AT4G25100	0.00122300341829455
AT2G16600	0.00122200341549955
AT1G65930	0.00122000340990953
AT2G13360	0.00121000338195945
AT5G20620	0.0011900033260593
AT1G30230	0.00118700331767427
AT1G31330	0.00118100330090423
AT4G09000	0.0011780032925192
AT1G07320	0.00117000327015914
AT2G37660	0.00116300325059408
AT5G19510	0.00115900323941405
AT4G39260	0.00115600323102903
AT3G04920	0.00114900321146398
ATCG00470	0.00113200316394884
AT4G33010	0.0011260031471788
AT2G20260	0.00112200313599876
ATCG00350	0.00111700312202373
AT4G28750	0.00110400308568862
AT4G29060	0.00109200305214853
AT3G04840	0.00108300302699346
AT2G28740	0.00108100302140344
AT1G15690	0.00106500297668332
AT5G37640	0.0010620029682983
AT3G49910	0.00105600295152825
AT3G58610	0.00105200294034822
AT1G07660	0.00104000290680812
AT5G59970	0.00104000290680812
AT1G72370	0.00103900290401312
AT4G05180	0.00102800287326803
AT2G28190	0.00102500286488301
AT1G22300	0.00101900284811296
AT4G26530	0.00101800284531795
AT2G04030	0.00101700284252294
AT3G61470	0.00101400283413792
AT5G42980	0.00100000279500781
AT4G05320	0.000991002769852741
AT2G21660	0.000988002761467718
AT1G35720	0.00098700275867271
AT3G46320	0.000984002750287686
AT1G07820	0.000984002750287686
AT3G45930	0.000984002750287686
AT5G59690	0.000984002750287686
AT2G45960	0.000978002733517639
AT4G37930	0.000972002716747593
AT2G37220	0.000961002686002507
AT2G47470	0.000960002683207499
AT4G09650	0.000960002683207499
AT4G09010	0.000948002649667405
AT3G61260	0.000945002641282382
AT1G77120	0.000938002621717327
AT3G54050	0.000937002618922319
AT3G23400	0.000935002613332304
AT5G15970	0.000933002607742288
AT3G01570	0.000930002599357265
AT3G45140	0.000921002574202194
AT4G03280	0.000898002509917014
AT5G25980	0.000898002509917014
AT1G62480	0.000895002501531991
AT3G02090	0.00088200246519689
AT3G14990	0.000881002462401882
AT4G34870	0.000881002462401882
AT3G14415	0.000878002454016858
AT4G34670	0.000878002454016858
AT4G22240	0.000874002442836827
AT1G29930	0.000862002409296733
AT3G16640	0.00085900240091171
AT4G38740	0.000854002386936671
ATCG01060	0.000834002331036515
AT1G19570	0.000832002325446499
AT1G48830	0.000832002325446499
AT1G11840	0.000829002317061476
AT4G24190	0.000826002308676452
AT2G45820	0.000819002289111397
AT4G02520	0.000816002280726374
AT5G64040	0.000813002272341351
AT2G05990	0.000811002266751335
AT3G02560	0.000810002263956327
AT5G61410	0.000809002261161319
AT1G63940	0.000808002258366311
AT3G03780	0.000803002244391272
AT3G04790	0.000801002238801257
AT1G29910	0.000797002227621226
AT1G29920	0.000797002227621226
AT1G72150	0.00079500222203121
AT3G47520	0.000794002219236202
AT1G79040	0.000794002219236202
AT5G14040	0.000787002199671147
AT1G12080	0.000773002160541038
AT4G29410	0.000769002149361007
AT4G09320	0.000769002149361007
AT4G27520	0.000768002146565999
AT2G47730	0.000764002135385968
AT3G52880	0.000764002135385968
AT1G18080	0.000761002127000944
AT4G04020	0.000759002121410929
AT4G31700	0.000759002121410929
AT1G56190	0.000752002101845874
AT5G50920	0.000750002096255858
AT2G05070	0.000748002090665843
AT5G36790	0.000748002090665843
AT2G42590	0.000747002087870835
AT2G36460	0.00074000206830578
AT4G09800	0.000737002059920757
AT1G22780	0.000737002059920757
AT1G34030	0.000737002059920757
AT5G36700	0.000735002054330741
AT1G76180	0.000732002045945718
AT3G01390	0.000726002029175671
AT2G34420	0.000725002026380663
AT2G34430	0.000724002023585655
AT2G43750	0.000721002015200632
AT3G52150	0.000720002012405624
AT2G38540	0.000720002012405624
AT1G62750	0.000718002006815609
AT3G09440	0.000716002001225593
AT4G01150	0.000715001998430585
AT2G41840	0.000715001998430585
AT3G11630	0.000710001984455546
AT3G63490	0.000707001976070523
AT3G05560	0.000703001964890491
AT2G21870	0.000701001959300476
AT1G78300	0.000701001959300476
AT3G01280	0.000697001948120445
AT4G31985	0.000696001945325437
AT2G25210	0.000696001945325437
AT2G33040	0.000695001942530429
AT5G13420	0.000692001934145405
AT3G43810	0.000687001920170366
AT3G16460	0.000686001917375359
AT1G33120	0.000684001911785343
AT2G45470	0.000679001897810304
AT3G56800	0.00067600188942528
AT2G01250	0.000675001886630273
AT4G37910	0.000672001878245249
AT2G33800	0.000672001878245249
AT5G21274	0.000671001875450241
AT2G27030	0.000669001869860226
AT5G45390	0.00066700186427021
AT1G16880	0.000665001858680194
AT1G15930	0.000660001844705155
AT2G05710	0.000660001844705155
AT5G09810	0.000660001844705155
AT1G55480	0.00065800183911514
AT1G63770	0.000657001836320132
AT4G24280	0.00064900181396007
AT5G19550	0.000648001811165062
AT5G23120	0.000647001808370054
AT4G34200	0.000647001808370054
AT4G08390	0.000645001802780038
AT5G19760	0.00064400179998503
AT3G16450	0.000643001797190023
AT1G35160	0.000643001797190023
AT2G46820	0.000641001791600007
AT2G01140	0.000639001786009991
AT2G30790	0.000638001783214984
AT4G27090	0.000634001772034952
AT3G52960	0.000629001758059913
AT2G10940	0.000627001752469898
AT2G34480	0.00062600174967489
AT1G23740	0.000623001741289866
AT5G10450	0.000621001735699851
AT5G10360	0.000621001735699851
AT1G26630	0.000620001732904843
AT3G52380	0.000619001730109835
AT5G15200	0.000619001730109835
AT1G57720	0.00061700172451982
AT5G28060	0.000613001713339788
AT3G26060	0.000613001713339788
AT4G29350	0.000608001699364749
AT3G27690	0.000606001693774734
AT2G22780	0.000605001690979726
AT1G21750	0.000602001682594702
AT5G13450	0.000601001679799695
AT5G02240	0.000598001671414671
AT4G35100	0.00059400166023464
AT1G52400	0.000593001657439632
AT3G17390	0.000589001646259601
AT5G59880	0.000586001637874577
AT2G27730	0.00058500163507957
AT2G05220	0.000584001632284562
ATCG00650	0.000584001632284562
AT3G25530	0.000582001626694546
AT1G48030	0.000577001612719507
AT1G33140	0.000575001607129491
AT5G40370	0.000573001601539476
AT5G02870	0.000573001601539476
AT5G07510	0.00057100159594946
AT3G16470	0.000570001593154452
AT3G23990	0.000568001587564437
AT5G54770	0.000567001584769429
AT5G04800	0.000563001573589398
AT1G28290	0.000563001573589398
AT5G46290	0.000561001567999382
